age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,management,married,tertiary,no,171,no,no,cellular,29,aug,204,2,-1,0,unknown,no
21,student,single,,no,53,no,no,cellular,14,jun,270,1,-1,0,unknown,yes
81,retired,married,secondary,no,1,no,no,cellular,19,aug,65,5,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,23,oct,518,1,147,2,success,yes
20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238,3,-1,0,unknown,no
28,services,married,secondary,no,4,yes,no,unknown,2,sep,10,1,-1,0,unknown,no
28,admin.,married,secondary,no,423,yes,no,cellular,23,jul,245,1,-1,0,unknown,no
30,services,married,primary,no,1015,yes,no,cellular,30,jul,11,8,-1,0,unknown,no
38,management,married,tertiary,no,1482,yes,yes,cellular,21,jul,361,1,-1,0,unknown,no
50,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,24,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,-431,yes,no,unknown,29,may,52,8,-1,0,unknown,no
55,management,married,tertiary,no,2,no,yes,cellular,31,jul,126,2,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,25,aug,112,4,-1,0,unknown,no
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,unknown,no
35,management,married,tertiary,no,656,yes,yes,cellular,21,nov,83,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,1342,yes,no,cellular,4,feb,135,1,-1,0,unknown,no
32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
30,technician,single,secondary,no,383,yes,yes,cellular,19,nov,145,3,-1,0,unknown,no
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651,1,-1,0,unknown,yes
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,yes
26,management,single,tertiary,no,8303,no,no,cellular,8,jul,143,2,-1,0,unknown,no
39,blue-collar,married,primary,no,640,yes,no,cellular,13,may,220,4,370,2,,no
45,services,married,secondary,no,88,yes,no,cellular,25,jul,87,4,-1,0,unknown,no
54,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,no
26,entrepreneur,married,,no,345,yes,yes,cellular,21,jul,149,4,-1,0,unknown,no
29,technician,married,tertiary,no,4557,no,no,cellular,28,jan,103,2,-1,0,unknown,no
35,entrepreneur,single,secondary,no,12961,yes,no,unknown,21,may,272,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,-225,yes,no,cellular,6,may,319,2,-1,0,unknown,no
36,management,married,tertiary,no,441,yes,yes,cellular,17,nov,160,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
39,housemaid,married,primary,no,13338,no,no,cellular,11,aug,103,4,-1,0,unknown,no
41,self-employed,single,tertiary,no,10346,no,no,cellular,14,dec,352,1,182,3,success,no
38,management,married,tertiary,no,89,yes,no,cellular,14,may,71,1,360,10,failure,no
51,blue-collar,married,,no,296,no,no,cellular,17,apr,177,1,-1,0,unknown,no
53,management,married,tertiary,no,115,yes,no,unknown,6,may,336,3,-1,0,unknown,no
36,entrepreneur,married,secondary,no,0,yes,no,cellular,11,may,187,1,174,1,failure,no
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,no
39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
57,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11,11,-1,0,unknown,no
35,technician,single,secondary,no,1693,yes,no,cellular,26,may,58,1,105,1,success,no
24,student,single,,no,1082,no,no,cellular,24,jun,185,1,-1,0,unknown,no
38,blue-collar,single,,no,573,yes,no,unknown,12,may,334,7,-1,0,unknown,no
34,admin.,married,tertiary,no,434,no,no,cellular,8,jul,165,3,-1,0,unknown,no
54,technician,married,secondary,no,1076,no,no,cellular,28,jan,338,1,-1,0,unknown,no
30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,no
30,blue-collar,single,,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
37,services,married,secondary,no,1960,yes,yes,cellular,15,oct,246,5,-1,0,unknown,no
55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233,1,-1,0,unknown,no
47,technician,married,primary,no,1375,yes,yes,unknown,2,jun,218,2,-1,0,unknown,no
43,management,married,tertiary,no,356,no,no,unknown,5,jun,80,1,-1,0,unknown,no
32,technician,married,secondary,no,908,yes,no,unknown,20,may,64,1,-1,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,unknown,no
43,self-employed,married,primary,yes,385,no,no,cellular,6,aug,359,2,-1,0,unknown,no
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,yes
47,blue-collar,single,primary,no,10558,yes,no,cellular,13,may,81,3,174,2,,no
40,management,married,tertiary,no,4381,no,no,telephone,29,jul,126,2,-1,0,unknown,no
39,blue-collar,single,primary,no,-491,no,yes,unknown,5,jun,179,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,36,no,no,telephone,28,jan,55,1,-1,0,unknown,no
29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,1,-1,0,unknown,yes
45,management,married,tertiary,no,103,yes,no,unknown,7,may,35,4,-1,0,unknown,no
37,management,single,tertiary,no,337,yes,no,unknown,26,may,777,5,-1,0,unknown,no
43,self-employed,married,tertiary,no,2501,no,no,cellular,9,jul,582,2,161,4,failure,no
41,management,married,tertiary,no,1132,no,no,unknown,15,may,95,4,-1,0,unknown,no
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,-1,0,unknown,no
39,blue-collar,married,primary,no,477,yes,yes,cellular,21,nov,229,2,-1,0,unknown,no
39,admin.,single,secondary,no,0,yes,no,unknown,5,jun,22,1,-1,0,unknown,no
39,management,single,tertiary,no,1509,no,no,cellular,11,nov,248,1,-1,0,unknown,no
47,admin.,married,secondary,no,0,no,yes,cellular,10,feb,86,2,93,2,,no
35,services,married,secondary,yes,-182,yes,no,cellular,8,may,270,2,-1,0,unknown,no
50,management,married,secondary,no,628,no,yes,unknown,2,jun,367,3,-1,0,unknown,no
59,blue-collar,married,secondary,no,0,no,no,telephone,24,jul,393,3,-1,0,unknown,no
53,technician,divorced,secondary,no,305,no,yes,unknown,17,jun,192,1,-1,0,unknown,no
49,services,married,secondary,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown,no
31,management,married,tertiary,no,623,yes,no,cellular,13,may,96,2,349,5,failure,no
47,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27,1,-1,0,unknown,no
34,management,married,tertiary,no,82,no,no,unknown,14,may,94,6,-1,0,unknown,no
36,management,single,tertiary,no,202,no,no,cellular,13,aug,150,4,-1,0,unknown,no
48,technician,married,secondary,no,7373,yes,no,unknown,14,may,126,1,-1,0,unknown,no
43,management,married,tertiary,no,0,no,no,cellular,18,jul,110,1,-1,0,unknown,no
35,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown,no
33,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,2,-1,0,unknown,yes
36,self-employed,married,primary,no,161,no,no,cellular,21,aug,239,3,-1,0,unknown,no
34,admin.,married,secondary,no,747,yes,yes,cellular,17,apr,248,2,-1,0,unknown,no
49,admin.,married,secondary,no,12,no,no,unknown,30,jun,217,2,-1,0,unknown,no
26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,-1,0,unknown,no
44,admin.,married,tertiary,no,688,no,no,telephone,19,nov,274,1,-1,0,unknown,no
33,self-employed,single,tertiary,no,1354,yes,no,cellular,16,apr,270,1,147,2,failure,no
35,admin.,married,secondary,no,126,yes,no,cellular,8,apr,268,1,-1,0,unknown,no
51,management,divorced,tertiary,no,-202,no,no,cellular,19,aug,504,4,-1,0,unknown,no
32,technician,single,secondary,no,137,no,no,cellular,20,nov,302,4,-1,0,unknown,no
53,technician,married,tertiary,no,395,no,no,cellular,3,jun,107,1,-1,0,unknown,no
39,technician,married,secondary,no,287,yes,no,unknown,23,may,63,1,-1,0,unknown,no
34,management,single,tertiary,no,-444,yes,yes,cellular,17,apr,129,2,148,4,,no
33,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,226,1,-1,0,unknown,no
42,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,582,1,-1,0,unknown,no
54,management,married,,no,527,yes,no,cellular,30,apr,112,1,281,3,failure,no
50,technician,married,tertiary,no,133,no,no,cellular,4,aug,155,1,-1,0,unknown,no
59,retired,married,primary,no,1390,no,yes,cellular,6,aug,148,2,-1,0,unknown,no
45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,,no
52,technician,married,secondary,no,989,no,no,cellular,11,aug,356,1,-1,0,unknown,no
33,self-employed,married,secondary,no,49,yes,no,cellular,14,may,170,7,-1,0,unknown,no
32,blue-collar,married,primary,no,2114,yes,no,telephone,17,apr,40,1,-1,0,unknown,no
39,housemaid,divorced,secondary,yes,127,no,no,unknown,20,jun,150,2,-1,0,unknown,no
42,self-employed,married,tertiary,no,52,yes,no,cellular,16,apr,432,1,-1,0,unknown,no
51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,yes
33,technician,married,,no,0,no,no,unknown,8,may,345,2,-1,0,unknown,no
30,management,married,tertiary,no,265,yes,no,unknown,26,may,45,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,679,yes,no,unknown,17,jun,341,1,-1,0,unknown,no
38,management,married,tertiary,no,1221,yes,no,unknown,3,jun,258,1,-1,0,unknown,no
41,management,married,tertiary,no,144,no,no,cellular,27,feb,123,3,-1,0,unknown,no
32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,yes
29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown,yes
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes
31,blue-collar,single,secondary,no,54,no,no,unknown,18,jun,230,3,-1,0,unknown,no
48,retired,married,primary,no,1591,no,no,cellular,31,jul,217,4,-1,0,unknown,no
46,management,divorced,tertiary,no,770,yes,no,unknown,16,may,94,1,-1,0,unknown,no
58,retired,married,primary,no,-257,yes,yes,cellular,8,aug,163,2,-1,0,unknown,no
76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,-1,0,unknown,yes
39,management,married,tertiary,no,429,yes,no,unknown,8,may,272,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,-1,0,unknown,yes
33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
36,technician,married,secondary,no,0,yes,no,unknown,20,jun,156,7,-1,0,unknown,no
35,services,divorced,secondary,no,828,yes,no,cellular,21,jul,87,1,-1,0,unknown,no
33,technician,single,secondary,no,49,no,no,unknown,21,may,151,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,669,yes,no,cellular,13,may,15,7,-1,0,unknown,no
49,blue-collar,married,secondary,no,1860,no,no,cellular,25,aug,150,3,-1,0,unknown,no
47,technician,married,secondary,no,1387,yes,no,unknown,30,may,219,4,-1,0,unknown,no
37,blue-collar,married,primary,no,445,yes,no,unknown,26,may,159,2,-1,0,unknown,no
60,technician,married,secondary,no,2041,no,no,telephone,29,jan,123,1,185,7,failure,no
30,services,single,secondary,no,581,yes,no,cellular,15,may,267,1,354,1,,no
46,technician,married,secondary,no,1596,yes,no,cellular,26,aug,106,7,-1,0,unknown,no
55,retired,single,primary,no,700,no,yes,unknown,27,jun,141,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,0,unknown,no
50,technician,married,secondary,no,0,yes,no,unknown,2,jun,171,2,-1,0,unknown,no
57,retired,married,secondary,no,718,no,no,cellular,3,jun,170,1,-1,0,unknown,no
31,services,married,secondary,no,-327,yes,no,unknown,28,may,408,1,-1,0,unknown,no
38,management,married,tertiary,no,590,no,no,cellular,31,jul,49,2,-1,0,unknown,no
44,housemaid,married,primary,no,71,yes,no,cellular,11,jul,251,2,-1,0,unknown,no
42,self-employed,married,tertiary,no,-426,yes,no,telephone,23,jul,160,7,-1,0,unknown,no
42,blue-collar,married,secondary,no,193,yes,no,unknown,17,jun,171,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,3002,no,no,cellular,13,aug,110,4,-1,0,unknown,no
72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64,12,failure,yes
37,admin.,married,secondary,no,1314,yes,no,cellular,21,aug,200,1,91,10,failure,no
31,management,married,tertiary,no,2229,yes,no,unknown,26,may,90,4,-1,0,unknown,no
45,admin.,married,secondary,no,171,yes,yes,cellular,7,aug,292,1,-1,0,unknown,no
24,blue-collar,single,,no,431,yes,no,unknown,3,jun,108,,-1,0,unknown,no
65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,276,1,-1,0,unknown,no
30,services,married,tertiary,no,2025,yes,no,cellular,17,apr,140,1,-1,0,unknown,no
52,admin.,married,secondary,no,1236,yes,no,unknown,6,may,247,1,-1,0,unknown,no
31,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,112,1,-1,0,unknown,no
38,services,married,tertiary,no,0,yes,no,cellular,17,apr,239,1,147,4,failure,no
53,blue-collar,married,secondary,no,2231,yes,no,cellular,14,jul,272,3,-1,0,unknown,no
58,retired,married,tertiary,no,1326,no,no,cellular,28,aug,201,1,-1,0,unknown,no
48,blue-collar,married,primary,no,551,yes,yes,cellular,17,apr,1064,3,303,5,failure,no
31,management,single,tertiary,no,155,yes,no,cellular,5,aug,291,1,-1,0,unknown,no
31,technician,married,secondary,no,671,no,no,cellular,2,feb,119,2,175,2,failure,no
35,entrepreneur,married,primary,yes,25,no,yes,cellular,7,jul,236,1,-1,0,unknown,no
31,technician,married,secondary,no,222,yes,no,unknown,29,may,251,4,-1,0,unknown,no
30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272,4,-1,0,unknown,no
39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,yes
42,self-employed,single,tertiary,no,580,no,no,cellular,5,feb,393,1,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,281,yes,no,telephone,20,apr,18,5,,2,failure,no
43,management,married,tertiary,no,0,no,no,cellular,18,aug,241,5,-1,0,unknown,no
69,retired,married,,no,647,no,no,telephone,27,mar,199,1,-1,0,unknown,no
57,management,divorced,,no,854,no,no,cellular,27,aug,700,4,92,1,failure,yes
61,retired,divorced,secondary,no,410,no,yes,cellular,31,jul,470,4,-1,0,unknown,no
48,admin.,married,secondary,no,178,no,no,cellular,10,nov,228,1,-1,0,unknown,no
25,student,single,secondary,no,1919,yes,no,cellular,15,may,264,1,351,4,failure,no
39,blue-collar,single,,no,10,yes,no,telephone,15,may,23,3,346,10,failure,no
33,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93,2,-1,0,unknown,no
26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure,yes
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,,1,-1,0,unknown,yes
61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,yes
45,services,married,secondary,no,222,no,no,cellular,25,aug,119,11,-1,0,unknown,no
54,technician,divorced,secondary,no,1904,yes,yes,unknown,7,may,280,3,-1,0,unknown,no
48,management,single,secondary,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,no
43,technician,divorced,secondary,no,0,no,no,cellular,28,August,192,2,-1,0,unknown,no
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,no
53,technician,married,tertiary,no,0,yes,no,cellular,21,aug,53,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,607,yes,no,unknown,6,may,99,2,-1,0,unknown,no
49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
45,technician,married,secondary,no,-374,no,yes,cellular,18,aug,149,5,-1,0,unknown,no
26,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,66,2,262,2,failure,no
39,management,single,tertiary,no,-50,yes,no,unknown,27,may,59,1,-1,0,unknown,no
29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,no
35,management,married,tertiary,no,260,no,no,cellular,7,aug,358,2,-1,0,unknown,no
45,services,married,secondary,no,561,yes,no,unknown,29,may,340,7,-1,0,unknown,no
32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,yes
31,admin.,married,secondary,no,3052,yes,yes,unknown,27,may,139,2,-1,0,unknown,no
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,unknown,yes
45,management,single,tertiary,no,311,yes,yes,cellular,22,may,81,1,-1,0,unknown,no
33,services,married,secondary,no,1397,yes,no,cellular,16,apr,370,1,146,3,failure,no
43,blue-collar,single,secondary,no,1306,yes,no,cellular,16,apr,243,1,336,1,failure,no
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,yes
28,blue-collar,single,,no,448,yes,no,unknown,28,may,307,1,-1,0,unknown,no
58,blue-collar,married,,no,703,no,no,unknown,20,jun,37,3,-1,0,unknown,no
53,technician,single,secondary,yes,-435,yes,yes,unknown,16,jun,131,2,-1,0,unknown,no
40,housemaid,single,primary,no,109,yes,no,cellular,8,may,308,1,367,3,failure,no
33,technician,single,secondary,no,608,no,no,cellular,31,jul,58,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,140,1,-1,0,unknown,no
27,management,single,tertiary,no,541,yes,no,unknown,12,may,145,1,-1,0,unknown,no
22,student,single,secondary,no,562,yes,no,cellular,5,may,147,1,-1,0,unknown,no
33,services,single,secondary,no,0,yes,no,cellular,28,jul,174,2,-1,0,unknown,no
58,management,married,tertiary,no,2076,no,no,cellular,27,august,49,4,-1,0,unknown,no
50,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,-1,0,unknown,yes
26,admin.,single,secondary,no,-378,no,yes,cellular,8,jul,165,1,-1,0,unknown,no
29,technician,single,secondary,no,1706,yes,no,cellular,18,jul,462,2,-1,0,unknown,no
36,unemployed,single,primary,no,1201,yes,no,unknown,5,jun,57,1,-1,0,unknown,no
37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
39,services,married,secondary,no,20928,no,no,cellular,14,may,1166,1,352,1,,no
35,unemployed,married,primary,no,494,yes,no,unknown,15,may,71,4,-1,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown,no
64,retired,married,primary,no,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
40,retired,married,primary,no,407,yes,no,cellular,2,feb,200,1,271,1,failure,no
59,blue-collar,married,primary,no,699,no,no,cellular,27,27-Aug,88,6,-1,0,unknown,no
50,admin.,married,primary,no,246,yes,no,cellular,13,may,234,2,299,5,failure,no
43,management,divorced,tertiary,no,1133,yes,no,cellular,5,may,131,1,-1,0,unknown,no
29,technician,single,tertiary,no,1221,yes,no,cellular,21,jul,72,2,-1,0,unknown,no
33,services,divorced,secondary,no,69,yes,no,cellular,2,feb,300,2,-1,0,unknown,no
46,technician,married,secondary,no,278,yes,no,cellular,12,may,207,1,306,1,failure,no
49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
56,admin.,married,secondary,no,2796,no,no,telephone,31,jul,39,3,-1,0,unknown,no
33,retired,married,secondary,no,165,no,no,unknown,7,may,111,1,-1,0,unknown,no
33,technician,divorced,secondary,no,0,yes,no,cellular,7,may,177,2,-1,0,unknown,no
52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,-613,yes,no,unknown,16,may,754,1,-1,0,unknown,no
60,blue-collar,married,primary,no,3820,no,no,unknown,15,may,186,1,-1,0,unknown,no
36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,343,2,95,2,failure,no
60,management,married,primary,no,21292,no,no,unknown,16,jun,242,6,-1,0,unknown,no
52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure,no
28,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,245,3,-1,0,unknown,no
42,blue-collar,married,primary,no,250,yes,no,unknown,4,jun,46,16,-1,0,unknown,no
71,retired,married,tertiary,no,3895,no,no,cellular,7,aug,116,1,-1,0,unknown,no
31,management,divorced,tertiary,no,416,no,no,cellular,11,aug,33,2,-1,0,unknown,no
35,admin.,married,tertiary,no,6,no,no,cellular,26,aug,130,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,672,yes,no,unknown,23,may,164,1,-1,0,unknown,no
32,technician,single,tertiary,no,392,yes,no,cellular,21,nov,148,2,-1,0,unknown,no
50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown,yes
48,admin.,single,primary,no,1078,no,no,unknown,17,jun,75,1,-1,0,unknown,no
56,retired,married,secondary,no,0,no,no,cellular,2,jun,71,3,-1,0,unknown,no
53,management,married,tertiary,no,20772,no,no,cellular,4,feb,715,1,-1,0,unknown,no
47,housemaid,divorced,secondary,no,26,no,no,cellular,22,aug,48,4,-1,0,unknown,no
32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,,yes
43,blue-collar,married,,no,117,yes,no,telephone,28,jan,170,2,240,1,,no
46,blue-collar,married,secondary,no,723,no,no,cellular,8,8-Aug,63,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678,1,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,21,aug,89,2,-1,0,unknown,no
34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108,4,175,3,failure,no
31,entrepreneur,single,tertiary,no,46,yes,no,cellular,5,feb,90,1,-1,0,unknown,no
42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,-1,0,unknown,yes
36,management,single,tertiary,no,1520,no,no,cellular,22,aug,101,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,419,no,no,cellular,7,jul,88,3,-1,0,unknown,no
47,admin.,married,secondary,no,-1091,yes,yes,cellular,31,jul,153,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,2613,no,no,cellular,29,jan,435,2,-1,0,unknown,no
67,admin.,married,primary,no,1093,no,no,telephone,8,jul,64,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown,no
33,services,married,secondary,no,931,yes,no,unknown,29,may,263,3,-1,0,unknown,no
39,services,married,primary,no,1951,yes,no,unknown,23,may,208,2,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,33,no,no,cellular,29,jan,593,4,-1,0,unknown,no
32,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827,1,149,1,failure,no
30,self-employed,married,tertiary,no,5,yes,yes,cellular,9,jul,99,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,,no
53,housemaid,married,secondary,no,1103,no,no,cellular,22,jul,274,6,-1,0,unknown,no
58,technician,married,secondary,no,760,yes,no,cellular,29,apr,85,7,-1,0,unknown,no
31,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,992,yes,yes,cellular,14,jul,297,3,-1,0,unknown,no
38,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203,1,-1,0,unknown,no
47,technician,divorced,secondary,no,699,yes,no,unknown,8,may,182,1,-1,0,unknown,no
30,admin.,single,secondary,no,115,yes,no,unknown,6,may,66,3,-1,0,unknown,no
54,management,divorced,tertiary,no,129,yes,no,unknown,30,may,132,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,1025,yes,no,unknown,28,may,478,2,-1,0,unknown,no
58,housemaid,married,primary,no,4605,no,no,cellular,11,sep,339,1,38,1,failure,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,182,1,success,no
29,admin.,married,secondary,no,2121,no,no,cellular,16,apr,281,1,342,2,,no
45,management,married,tertiary,no,634,yes,no,cellular,25,jul,227,1,-1,0,unknown,no
47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,167,4,314,4,failure,no
45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
52,blue-collar,married,primary,no,142,no,no,telephone,10,jul,924,5,-1,0,unknown,no
48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,unknown,no
40,technician,married,secondary,no,0,yes,no,cellular,17,nov,74,2,196,1,failure,no
32,management,married,tertiary,no,0,no,no,cellular,29,aug,183,2,-1,0,unknown,no
32,technician,single,tertiary,no,47,yes,no,cellular,14,jul,213,3,-1,0,unknown,no
51,self-employed,married,secondary,yes,-206,no,yes,cellular,28,jul,51,3,-1,0,unknown,no
31,admin.,divorced,secondary,no,93,yes,no,cellular,18,nov,417,1,-1,0,unknown,no
50,retired,married,primary,no,420,no,no,unknown,5-Jun,,107,1,-1,0,unknown,no
46,technician,married,secondary,no,-408,yes,yes,telephone,7,may,138,4,286,1,,no
29,technician,single,tertiary,no,172,yes,yes,cellular,7,oct,271,2,187,16,failure,no
43,management,divorced,tertiary,no,1,yes,yes,unknown,2,jun,28,8,-1,0,unknown,no
42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92,2,-1,0,unknown,no
29,services,married,secondary,no,68,no,no,unknown,20,may,119,3,-1,0,unknown,no
25,admin.,single,secondary,no,0,no,yes,cellular,8,jul,238,3,-1,0,unknown,no
41,technician,married,secondary,yes,-1,no,no,cellular,14,jul,140,2,-1,0,unknown,no
28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
37,management,married,tertiary,no,1353,yes,no,cellular,19,nov,101,1,-1,0,unknown,no
58,retired,divorced,,no,5920,yes,no,cellular,23,jul,255,1,-1,0,unknown,no
41,management,married,tertiary,no,8553,yes,no,cellular,12,aug,304,12,-1,0,unknown,no
35,admin.,single,secondary,no,111,yes,no,cellular,29,jan,55,1,195,3,failure,no
31,blue-collar,married,primary,no,50,yes,no,unknown,8,may,300,2,-1,0,unknown,no
52,technician,married,secondary,no,196,yes,yes,cellular,27,may,99,2,99,1,success,no
34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown,no
54,technician,married,,no,240,yes,no,cellular,29,oct,142,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,6536,no,no,unknown,5,jun,647,1,-1,0,unknown,no
38,admin.,single,secondary,no,1560,yes,no,cellular,18,may,9,2,178,3,failure,no
33,blue-collar,single,secondary,no,213,yes,no,unknown,2,jun,163,2,-1,0,unknown,no
46,management,married,secondary,no,149,no,no,cellular,21,nov,1222,2,-1,0,unknown,yes
24,blue-collar,married,secondary,no,1073,yes,no,unknown,3,jun,569,2,-1,0,unknown,no
57,retired,married,primary,no,3401,yes,no,unknown,14,may,271,2,-1,0,unknown,no
